id,title,subTitle,authorsid1,authorsid2,authorsid3,publisher,publishedDate,description,volumeInfo__pageCount,categories,averageRating,ratingsCount,smallThumbnail,bigThumbnail,language,volumeInfo__previewLink,volumeInfo__infoLink,volumeInfo__canonicalVolumeLink,saleInfo__isEbook,accessInfo__webReaderLink,price
47,A Brief History of Intelligence,"Evolution, AI, and the Five Breakthroughs That Made Our Brains",46,,,HarperCollins,2023,"“I found this book amazing. I read it through quickly because it was so interesting, then turned around and read much of it again.”—Daniel Kahneman, winner of the Nobel Prize in Economics and bestselling author of Thinking Fast & Slow “I've been recommending A Brief History of Intelligence to everyone I know. A truly novel, beautifully crafted thesis on what intelligence is and how it has developed since the dawn of life itself.""—Angela Duckworth, bestselling author of Grit Equal parts Sapiens, Behave, and Superintelligence, but wholly original in scope, A Brief History of Intelligence offers a paradigm shift for how we understand neuroscience and AI. Artificial intelligence entrepreneur Max Bennett chronicles the five “breakthroughs” in the evolution of human intelligence and reveals what brains of the past can tell us about the AI of tomorrow. In the last decade, capabilities of artificial intelligence that had long been the realm of science fiction have, for the first time, become our reality. AI is now able to produce original art, identify tumors in pictures, and even steer our cars. And yet, large gaps remain in what modern AI systems can achieve—indeed, human brains still easily perform intellectual feats that we can’t replicate in AI systems. How is it possible that AI can beat a grandmaster at chess but can’t effectively load a dishwasher? As AI entrepreneur Max Bennett compellingly argues, finding the answer requires diving into the billion-year history of how the human brain evolved; a history filled with countless half-starts, calamities, and clever innovations. Not only do our brains have a story to tell—the future of AI may depend on it. Now, in A Brief History of Intelligence, Bennett bridges the gap between neuroscience and AI to tell the brain’s evolutionary story, revealing how understanding that story can help shape the next generation of AI breakthroughs. Deploying a fresh perspective and working with the support of many top minds in neuroscience, Bennett consolidates this immense history into an approachable new framework, identifying the “Five Breakthroughs” that mark the brain’s most important evolutionary leaps forward. Each breakthrough brings new insight into the biggest mysteries of human intelligence. Containing fascinating corollaries to developments in AI, A Brief History of Intelligence shows where current AI systems have matched or surpassed our brains, as well as where AI systems still fall short. Simply put, until AI systems successfully replicate each part of our brain’s long journey, AI systems will fail to exhibit human-like intelligence. Endorsed and lauded by many of the top neuroscientists in the field today, Bennett’s work synthesizes the most relevant scientific knowledge and cutting-edge research into an easy-to-understand and riveting evolutionary story. With sweeping scope and stunning insights, A Brief History of Intelligence proves that understanding the arc of our brain’s history can unlock the tools for successfully navigating our technological future.",563,Science,0,0,http://books.google.com/books/content?id=tymCEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=tymCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=tymCEAAAQBAJ&printsec=frontcover&dq=subject:Science&hl=&cd=7&source=gbs_api,https://play.google.com/store/books/details?id=tymCEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=tymCEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=tymCEAAAQBAJ&hl=&source=gbs_api,47
48,The Secret Lives of Numbers,A Global History of Mathematics & its Unsung Trailblazers,47,109,,Random House,2023,"A revisionist, completely accessible and radically inclusive history of maths 'Lively, satisfying, good at explaining difficult concepts' The Sunday Times Mathematics shapes almost everything we do. But despite its reputation as the study of fundamental truths, the stories we have been told about it are wrong. In The Secret Lives of Numbers, historian Kate Kitagawa and journalist Timothy Revell introduce readers to the mathematical boundary-smashers who have been erased by history because of their race, gender or nationality. From the brilliant Arabic scholars of the ninth-century House of Wisdom, and the pioneering African American mathematicians of the twentieth century, to the 'lady computers' around the world who revolutionised our knowledge of the night sky, we meet these fascinating trailblazers and see how they contributed to our global knowledge today. Along the way, the mathematics itself is explained extremely clearly, for example, calculus is described using the authors' home baking, as they pose the question: how much cake is in our cake? This revisionist, completely accessible and radically inclusive history of mathematics is as entertaining as it is important.",256,Mathematics,0,0,http://books.google.com/books/content?id=P4FzEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=P4FzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=P4FzEAAAQBAJ&printsec=frontcover&dq=subject:Science&hl=&cd=8&source=gbs_api,https://play.google.com/store/books/details?id=P4FzEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=P4FzEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=P4FzEAAAQBAJ&hl=&source=gbs_api,48
49,Quantum Confined Semiconductor Nanocrystals,,48,110,125,American Chemical Society,2023,"Today, the fascinating story of colloidal quantum dots has no series finale yet. Instead, there continue to be advancements in our understanding of the fundamental properties of these nanocrystals, each of these advancements catalyzing a spin-off into a new journey toward potential applications. These remarkable advancements include improving the synthesis techniques, characterizing nanocrystals at the single-particle level, and tailoring their properties for specific applications. The quantum-confined colloidal semiconductor nanocrystals field has witnessed a remarkable convergence of nanoscience, materials chemistry, and spectroscopy, resulting in unprecedented control over their properties. With ongoing research efforts, the potential of semiconductor nanocrystals continues to unfold. Scientists are exploring new materials, developing scalable synthesis methods, and pushing the boundaries of their applications in fields such as quantum computing, energy storage, and biological sensing. The authors take the reader into quantum confinement and quantum dots. While the contents of this primer are rather expansive, they merely scratch the surface of the complex voyage that quantum dot sciences have undergone. The authors have identified vital terminology, valuable concepts, techniques, and applications.",163,Science,0,0,http://books.google.com/books/content?id=kUDZEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=kUDZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=kUDZEAAAQBAJ&printsec=frontcover&dq=subject:Science&hl=&cd=9&source=gbs_api,http://books.google.com.lb/books?id=kUDZEAAAQBAJ&dq=subject:Science&hl=&source=gbs_api,https://books.google.com/books/about/Quantum_Confined_Semiconductor_Nanocryst.html?hl=&id=kUDZEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=kUDZEAAAQBAJ&hl=&source=gbs_api,25
50,Principles of Power Electronics,,49,111,126,Cambridge University Press,2023,"Substantially expanded and updated, the new edition of this classic provides unrivaled coverage of the fundamentals of power electronics. Unique in its breadth and depth, this is the definitive guide to power electronics for senior undergraduate and graduate students, and practicing electrical engineers.",821,Science,0,0,http://books.google.com/books/content?id=YN_LEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=YN_LEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=YN_LEAAAQBAJ&printsec=frontcover&dq=subject:Science&hl=&cd=10&source=gbs_api,http://books.google.com.lb/books?id=YN_LEAAAQBAJ&dq=subject:Science&hl=&source=gbs_api,https://books.google.com/books/about/Principles_of_Power_Electronics.html?hl=&id=YN_LEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=YN_LEAAAQBAJ&hl=&source=gbs_api,22
51,Matrescence,"On the Metamorphosis of Pregnancy, Childbirth and Motherhood",50,,,Random House,2023,"*A New Statesman and Daily Mail BOOK OF THE YEAR* *Longlisted for the 2024 Women's Prize for Non-Fiction* 'The best book I've ever read about motherhood' Jude Rogers, Observer 'I kept scribbling in the margins: 'We need to know this stuff!'' Joanna Pocock, Spectator A radical new examination of the transition into motherhood and how it affects the mind, brain and body During pregnancy, childbirth, and early motherhood, women undergo a far-reaching physiological, psychological and social metamorphosis. There is no other time in a human's life course that entails such dramatic change-other than adolescence. And yet this life-altering transition has been sorely neglected by science, medicine and philosophy. Its seismic effects go largely unrepresented across literature and the arts. Speaking about motherhood as anything other than a pastel-hued dream remains, for the most part, taboo. In this ground-breaking, deeply personal investigation, acclaimed journalist and author Lucy Jones brings to light the emerging concept of 'matrescence'. Drawing on new research across various fields - neuroscience and evolutionary biology; psychoanalysis and existential therapy; sociology, economics and ecology - Jones shows how the changes in the maternal mind, brain and body are far more profound, wild and enduring than we have been led to believe. She reveals the dangerous consequences of our neglect of the maternal experience and interrogates the patriarchal and capitalist systems that have created the untenable situation mothers face today. Here is an urgent examination of the modern institution of motherhood, which seeks to unshackle all parents from oppressive social norms. As it deepens our understanding of matrescence, it raises vital questions about motherhood and femininity; interdependence and individual identity; as well as about our relationships with each other and the living world.",313,Social Science,0,0,http://books.google.com/books/content?id=lsWGEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=lsWGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=lsWGEAAAQBAJ&printsec=frontcover&dq=subject:Science&hl=&cd=11&source=gbs_api,https://play.google.com/store/books/details?id=lsWGEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=lsWGEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=lsWGEAAAQBAJ&hl=&source=gbs_api,35
52,Forensic DNA Applications,An Interdisciplinary Perspective,51,112,,CRC Press,2023,"Forensic DNA Applications: An Interdisciplinary Perspective, Second Edition is fully updated to outline the latest advances in forensic DNA testing techniques and applications. It continues to fill the need for a reference book for people working in the field of forensic molecular biology testing and research as well as individuals investigating and adjudicating cases involving DNA evidence, whether they be civil or criminal cases. DNA techniques have greatly impacted obvious traditional forensic areas, but such advances have also positively affected myriad new areas of research and inquiry. It is possible today to think about solving forensic problems that were simply unheard of even a few years ago. As such, the book pulls all relevant research and applied science together into a detailed and comprehensive collection. Part I begins with the history and development of DNA typing and profiling for criminal and civil purposes. It discusses the statistical interpretation of results with case examples, mitochondrial DNA testing, Y single nucleotide polymorphisms (SNPs) and short tandem repeats (STRs), and X SNP and STR testing. It also explores low copy number DNA typing, mixtures, and quality assurance and control. Part II moves on to cover the various uses and applications of analyzing collected physical evidence, victim identification in mass disasters, analyzing animal DNA, forensic botany, and other unique applications. Part III is dedicated to the latest advances and developments in human molecular biology and Part IV looks at policies and laws and ethics governing DNA evidence, and its utilization in various cases and the courts. Forensic DNA Applications, Second Edition covers cutting-edge research and advancements in the field and is the most up-to-date reference available. Edited and contributed to by the world's foremost leaders in the field, it is a must-have reference for established professionals, and an essential resource to legal professionals—lawyers and judges dealing with civil and criminal cases involving DNA technology—as well as students entering the fields of genetics and forensic DNA analysis.",533,Science,0,0,http://books.google.com/books/content?id=syCwEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=syCwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=syCwEAAAQBAJ&printsec=frontcover&dq=subject:Science&hl=&cd=12&source=gbs_api,http://books.google.com.lb/books?id=syCwEAAAQBAJ&dq=subject:Science&hl=&source=gbs_api,https://books.google.com/books/about/Forensic_DNA_Applications.html?hl=&id=syCwEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=syCwEAAAQBAJ&hl=&source=gbs_api,23
53,Outlive,The Science and Art of Longevity,52,,,Harmony,2023,"#1 NEW YORK TIMES BESTSELLER • OVER ONE MILLION COPIES SOLD • A groundbreaking manifesto on living better and longer that challenges the conventional medical thinking on aging and reveals a new approach to preventing chronic disease and extending long-term health, from a visionary physician and leading longevity expert “One of the most important books you’ll ever read.”—Steven D. Levitt, New York Times bestselling author of Freakonomics AN ECONOMIST AND BLOOMBERG BEST BOOK OF THE YEAR Wouldn’t you like to live longer? And better? In this operating manual for longevity, Dr. Peter Attia draws on the latest science to deliver innovative nutritional interventions, techniques for optimizing exercise and sleep, and tools for addressing emotional and mental health. For all its successes, mainstream medicine has failed to make much progress against the diseases of aging that kill most people: heart disease, cancer, Alzheimer’s disease, and type 2 diabetes. Too often, it intervenes with treatments too late to help, prolonging lifespan at the expense of healthspan, or quality of life. Dr. Attia believes we must replace this outdated framework with a personalized, proactive strategy for longevity, one where we take action now, rather than waiting. This is not “biohacking,” it’s science: a well-founded strategic and tactical approach to extending lifespan while also improving our physical, cognitive, and emotional health. Dr. Attia’s aim is less to tell you what to do and more to help you learn how to think about long-term health, in order to create the best plan for you as an individual. In Outlive, readers will discover: • Why the cholesterol test at your annual physical doesn’t tell you enough about your actual risk of dying from a heart attack. • That you may already suffer from an extremely common yet underdiagnosed liver condition that could be a precursor to the chronic diseases of aging. • Why exercise is the most potent pro-longevity “drug”—and how to begin training for the “Centenarian Decathlon.” • Why you should forget about diets, and focus instead on nutritional biochemistry, using technology and data to personalize your eating pattern. • Why striving for physical health and longevity, but ignoring emotional health, could be the ultimate curse of all. Aging and longevity are far more malleable than we think; our fate is not set in stone. With the right roadmap, you can plot a different path for your life, one that lets you outlive your genes to make each decade better than the one before.",425,Health & Fitness,0,0,http://books.google.com/books/content?id=CspvEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=CspvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=CspvEAAAQBAJ&printsec=frontcover&dq=subject:Science&hl=&cd=13&source=gbs_api,https://play.google.com/store/books/details?id=CspvEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=CspvEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=CspvEAAAQBAJ&hl=&source=gbs_api,22
54,Proceedings of the 2nd International Conference on Water Energy Food and Sustainability (ICoWEFS 2022),,53,113,127,Springer Nature,2023,"This book publishes some papers presented at The International Conference on Water Energy Food and Sustainability (ICoWEFS 2023), a major forum to foster innovation and exchange knowledge in the water-energy-food nexus. The topics covered embrace the Sustainable Development Goals (SDGs) of the United Nations, including Future trends in Water Security, Smart Technologies in Sustainable Energy Production Systems, Circular systems for rural and urban food and Integrated Ecosystems Management.",550,Science,0,0,http://books.google.com/books/content?id=JGewEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=JGewEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=JGewEAAAQBAJ&printsec=frontcover&dq=subject:Science&hl=&cd=14&source=gbs_api,https://play.google.com/store/books/details?id=JGewEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=JGewEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=JGewEAAAQBAJ&hl=&source=gbs_api,21
55,The Great Displacement,Climate Change and the Next American Migration,54,,,Simon and Schuster,2023,"Shortlisted for the 2024 Carnegie Medal for Excellence “The Great Displacement is closely observed, compassionate, and far-sighted.” —Elizabeth Kolbert, Pulitzer Prize–winning author of Under a White Sky The untold story of climate migration in the United States—the personal stories of those experiencing displacement, the portraits of communities being torn apart by disaster, and the implications for all of us as we confront a changing future. Even as climate change dominates the headlines, many of us still think about it in the future tense—we imagine that as global warming gets worse over the coming decades, millions of people will scatter around the world fleeing famine and rising seas. What we often don’t realize is that the consequences of climate change are already visible, right here in the United States. In communities across the country, climate disasters are pushing thousands of people away from their homes. A human-centered narrative with national scope, The Great Displacement is “a vivid tour of the new human geography just coming into view” (David Wallace-Wells, New York Times bestselling author of The Uninhabitable Earth). From half-drowned Louisiana to fire-scorched California, from the dried-up cotton fields of Arizona to the soaked watersheds of inland North Carolina, people are moving. In the last few decades, the federal government has moved tens of thousands of families away from flood zones, and tens of thousands more have moved of their own accord in the aftermath of natural disasters. Insurance and mortgage markets are already shifting to reflect mounting climate risk, pricing people out of risky areas. Over the next fifty years, millions of Americans will be caught up in this churn of displacement, forced inland and northward in what will be the largest migration in our country’s history. The Great Displacement compassionately tells the stories of those who are already experiencing life on the move, while detailing just how radically climate change will transform our lives—erasing historic towns and villages, pushing people toward new areas, and reshaping the geography of the United States.",225,Science,0,0,http://books.google.com/books/content?id=RBdJEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=RBdJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=RBdJEAAAQBAJ&printsec=frontcover&dq=subject:Science&hl=&cd=15&source=gbs_api,https://play.google.com/store/books/details?id=RBdJEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=RBdJEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=RBdJEAAAQBAJ&hl=&source=gbs_api,43
56,Whoosh Goes the Market,"Algorithms, Automation, and Alienation",55,,,University of Chicago Press,2024,"A vivid, fast-paced inside look at financial markets, the people who work on them, and how technology is changing their world (and ours). Markets are messy, and no one knows this better than traders who work tirelessly to predict what they will do next. In Whoosh Goes the Market, Daniel Scott Souleles takes us into the day-to-day experiences of a team at a large trading firm, revealing what it's actually like to make and lose money on contemporary capital markets. The traders Souleles shadows have mostly moved out of the pits and now work with automated, glitch-prone computer systems. They remember the days of trading manually, and they are suspicious of algorithmically driven machine-learning systems. Openly musing about their own potential extinction, they spend their time expressing fear and frustration in profanity-laced language. With Souleles as our guide, we learn about everything from betting strategies to inflated valuations, trading swings, and market manipulation. This crash course in contemporary finance vividly reveals the existential anxiety at the evolving front lines of American capitalism.",236,Business & Economics,0,0,http://books.google.com/books/content?id=MAcFEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=MAcFEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=MAcFEQAAQBAJ&printsec=frontcover&dq=subject:Technology&hl=&cd=1&source=gbs_api,http://books.google.com.lb/books?id=MAcFEQAAQBAJ&dq=subject:Technology&hl=&source=gbs_api,https://books.google.com/books/about/Whoosh_Goes_the_Market.html?hl=&id=MAcFEQAAQBAJ,FALSE,http://play.google.com/books/reader?id=MAcFEQAAQBAJ&hl=&source=gbs_api,34
57,The Digital Revolution,A Short History of an Ideology,56,114,,Oxford University Press,2023,"'A must-read to anyone interested in the digital world.' - ValÃ©rie Schafer, Center for Contemporary and Digital History, University of Luxembourg A concise history of the digital revolution and the lore, rhetoric, and debates that surround it. The Digital Revolution aims to tell a story, one of the most powerful ideologies of recent decades: that digitalization constitutes a revolution, a break with the past, a radical change for the human beings who are living through it. The book aims to investigate the origins of this idea, how it evolved, which other past revolutions consciously or unconsciously inspired it, which great stories it has conveyed over time, which of its key elements have changed and which ones have persisted and have been repeated in different historical periods. All these discussions, large or small, have settled and condensed into a series of media, advertising, corporate, political, and technical sources. Readers will be introduced to new, previously unpublished historical sources. The main aim of the book is to deconstruct what looks like a ""natural"" and incontestable idea and to help rethink digital societies today.",177,Technology & Engineering,0,0,http://books.google.com/books/content?id=iCLoEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=iCLoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=iCLoEAAAQBAJ&printsec=frontcover&dq=subject:Technology&hl=&cd=2&source=gbs_api,http://books.google.com.lb/books?id=iCLoEAAAQBAJ&dq=subject:Technology&hl=&source=gbs_api,https://books.google.com/books/about/The_Digital_Revolution.html?hl=&id=iCLoEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=iCLoEAAAQBAJ&hl=&source=gbs_api,26
58,Depth Effects,Dimensionality from Camera to Computation,57,,,Univ of California Press,2024,"In this bold rewriting of visual culture, Brooke Belisle uses dimensionality to rethink the history and theory of media aesthetics. With Depth Effects, she traces A.I.-enabled techniques of computational imaging back to spatial strategies of early photography, analyzing everyday smartphone apps by way of almost-forgotten media forms. Drawing on the work of Maurice Merleau-Ponty, Belisle explores depth both as a problem of visual representation (how can flat images depict a voluminous world?) and as a philosophical paradox (how do things cohere beyond the limits of our view?). She explains how today's depth effects continue colonialist ambitions toward totalizing ways of seeing. But she also shows how artists stage dimensionality to articulate what remains invisible and irreducible.",243,Art,0,0,http://books.google.com/books/content?id=cV7bEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=cV7bEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=cV7bEAAAQBAJ&printsec=frontcover&dq=subject:Technology&hl=&cd=3&source=gbs_api,http://books.google.com.lb/books?id=cV7bEAAAQBAJ&dq=subject:Technology&hl=&source=gbs_api,https://books.google.com/books/about/Depth_Effects.html?hl=&id=cV7bEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=cV7bEAAAQBAJ&hl=&source=gbs_api,40
59,Handbook of Integrated Circuit Industry,,58,115,128,Springer Nature,2023,"Written by hundreds experts who have made contributions to both enterprise and academics research, these excellent reference books provide all necessary knowledge of the whole industrial chain of integrated circuits, and cover topics related to the technology evolution trends, fabrication, applications, new materials, equipment, economy, investment, and industrial developments of integrated circuits. Especially, the coverage is broad in scope and deep enough for all kind of readers being interested in integrated circuit industry. Remarkable data collection, update marketing evaluation, enough working knowledge of integrated circuit fabrication, clear and accessible category of integrated circuit products, and good equipment insight explanation, etc. can make general readers build up a clear overview about the whole integrated circuit industry. This encyclopedia is designed as a reference book for scientists and engineers actively involved in integrated circuit research and development field. In addition, this book provides enough guide lines and knowledges to benefit enterprisers being interested in integrated circuit industry.",2006,Technology & Engineering,0,0,http://books.google.com/books/content?id=FgDmEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=FgDmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=FgDmEAAAQBAJ&printsec=frontcover&dq=subject:Technology&hl=&cd=4&source=gbs_api,https://play.google.com/store/books/details?id=FgDmEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=FgDmEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=FgDmEAAAQBAJ&hl=&source=gbs_api,47
60,Microhistories of Technology,Making the World,59,,,Springer Nature,2023,"In this open access book, Mikael Hård tells a story of how people around the world challenged the production techniques and products brought by globalization. Retaining their autonomy and freedom, creative individuals selectively adopted or rejected modern gadgets, tools, and machines. In standard historical narratives, globalization is portrayed as an unstoppable force that flattens all obstacles in its path. Modern technology is also seen as inexorable: in the nineteenth century, steamships, telegraph lines, and Gatling guns are said to have paved the way for colonialism and other forms of dominating people and societies. Later, shipping containers and computer networks purportedly pulled the planet deeper into a maelstrom of capitalism. Hård discusses instances that push back against these narratives. For example, in Soviet times, inhabitants of Samarkand, Uzbekistan, preferred to remain in—and expand—their own mud-brick houses rather than move into prefabricated, concrete residential buildings. Similarly, nineteenth-century Sumatran carpenters ignored the saws brought to them by missionaries—and chose to chop down trees with their arch-bladed adzes. And people in colonial India successfully competed with capitalist-run Caribbean sugar plantations, continuing to produce their own muscovado and sell it to local consumers. This book invites readers to view the history of technology and material culture through the lens of diversity. Based on research funded by the European Research Council and conducted in the Global South, Microhistories of Technology: Making the World shows that the spread of modern technologies did not erase artisanal production methods and traditional tools.",300,History,0,0,http://books.google.com/books/content?id=X16vEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=X16vEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=X16vEAAAQBAJ&printsec=frontcover&dq=subject:Technology&hl=&cd=5&source=gbs_api,https://play.google.com/store/books/details?id=X16vEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=X16vEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=X16vEAAAQBAJ&hl=&source=gbs_api,20
61,The Extraordinary Book that Invents Itself,"(Kid's Activity Books, STEM Books for Kids. STEAM Books)",60,116,,Simon and Schuster,2023,"A one-of-a-kind project book that turns into 30 incredible inventions. Most books are just meant to be read. But this is no ordinary book. This book turns itself into rockets, code-breakers, bionic hands, balancing acrobats, demolition balls, constellation viewers, and many more ingenious human inventions. Each invention is introduced very simply with the scientific and engineering principles behind it, and all the templates, tips, and instructions to create it yourself. A pull-out Inventors Handbook includes easy-to-follow step-by-step instructions and clever hacks to help every young inventor achieve success. 30 INVENTIONS: Make amazing inventions from rockets and code-breakers to bionic hands and dozens more! TIPS AND TEMPLATES: With just a few easy-to-find household items and the included templates, young inventors can get started on the projects right away. FOR INVENTORS OF ALL AGES: Activities can be completed by children on their own, with friends, or guided by adults. SUPPORTS STEAM (science, technology, engineering, art, math, and making): Learn scientific and engineering principles with hands-on projects and hacks. ENCOURAGES INNOVATION: Young inventors will develop their creativity and problem-solving skills, empowering them to tinker, build, and create.",64,Juvenile Nonfiction,0,0,http://books.google.com/books/content?id=paumEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=paumEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=paumEAAAQBAJ&printsec=frontcover&dq=subject:Technology&hl=&cd=6&source=gbs_api,http://books.google.com.lb/books?id=paumEAAAQBAJ&dq=subject:Technology&hl=&source=gbs_api,https://books.google.com/books/about/The_Extraordinary_Book_that_Invents_Itse.html?hl=&id=paumEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=paumEAAAQBAJ&hl=&source=gbs_api,22
62,Thinking with Sound,A New Program in the Sciences and Humanities Around 1900,61,,,University of Chicago Press,2023,"Thinking with Sound traces the formation of auditory knowledge in the sciences and humanities in the decades around 1900. When the outside world is silent, all sorts of sounds often come to mind: inner voices, snippets of past conversations, imaginary debates, beloved and unloved melodies. What should we make of such sonic companions? Thinking with Sound investigates a period when these and other newly perceived aural phenomena prompted a far-reaching debate. Through case studies from Paris, Vienna, and Berlin, Viktoria Tkaczyk shows that the identification of the auditory cortex in late nineteenth-century neuroanatomy affected numerous academic disciplines across the sciences and humanities. “Thinking with sound” allowed scholars and scientists to bridge the gaps between theoretical and practical knowledge, and between academia and the social, aesthetic, and industrial domains. As new recording technologies prompted new scientific questions, new auditory knowledge found application in industry and the broad aesthetic realm. Through these conjunctions, Thinking with Sound offers a deeper understanding of today’s second “acoustic turn” in science and scholarship.",311,History,0,0,http://books.google.com/books/content?id=cc6kEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=cc6kEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=cc6kEAAAQBAJ&printsec=frontcover&dq=subject:Technology&hl=&cd=7&source=gbs_api,http://books.google.com.lb/books?id=cc6kEAAAQBAJ&dq=subject:Technology&hl=&source=gbs_api,https://books.google.com/books/about/Thinking_with_Sound.html?hl=&id=cc6kEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=cc6kEAAAQBAJ&hl=&source=gbs_api,22
63,Retro,,62,117,,Simon and Schuster,2023,"""To save her struggling family, Luna enters a competition offering reward money to anyone who can successfully live without modern technology for a year, but when this social experiment turns sinister and her classmates start disappearing, her family's livelihood might not be the only thing she is in danger of losing.""--",400,Young Adult Fiction,0,0,http://books.google.com/books/content?id=fyZ_EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=fyZ_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=fyZ_EAAAQBAJ&printsec=frontcover&dq=subject:Technology&hl=&cd=8&source=gbs_api,http://books.google.com.lb/books?id=fyZ_EAAAQBAJ&dq=subject:Technology&hl=&source=gbs_api,https://books.google.com/books/about/Retro.html?hl=&id=fyZ_EAAAQBAJ,FALSE,http://play.google.com/books/reader?id=fyZ_EAAAQBAJ&hl=&source=gbs_api,40
